Date,Open,High,Low,Close,Adj Close,Volume
2018-10-15,173.7100067138672,174.0399932861328,171.55999755859375,172.2100067138672,166.57749938964844,64885300
2018-10-16,174.02000427246094,177.64999389648438,173.6999969482422,177.22000122070312,171.4236297607422,71979700
2018-10-17,178.0800018310547,178.25999450683594,175.47000122070312,177.2899932861328,171.49131774902344,66987600
2018-10-18,176.6199951171875,176.67999267578125,172.44000244140625,173.17999267578125,167.51573181152344,82486200
2018-10-19,174.5800018310547,176.07000732421875,172.38999938964844,173.02000427246094,167.3609619140625,82923700
2018-10-22,174.05999755859375,175.25,172.58999633789062,173.91000366210938,168.2218780517578,52909300
2018-10-23,170.63999938964844,174.1300048828125,168.82000732421875,173.27000427246094,167.60284423828125,77567000
2018-10-24,173.07000732421875,173.36000061035156,165.0399932861328,165.33999633789062,159.93218994140625,102997400
2018-10-25,167.91000366210938,172.0800018310547,167.16000366210938,171.05999755859375,165.4651336669922,83481100
2018-10-26,165.1999969482422,169.9600067138672,164.22999572753906,166.66000366210938,161.20901489257812,130970900
2018-10-29,169.2100067138672,169.86000061035156,160.08999633789062,163.22999572753906,157.89117431640625,111871900
2018-10-30,162.75,166.0399932861328,162.00999450683594,165.9199981689453,160.4932098388672,92584000
2018-10-31,168.6199951171875,171.25,168.5399932861328,169.82000732421875,164.26565551757812,73828600
2018-11-01,170.07000732421875,172.24000549316406,168.77999877929688,172.05999755859375,166.43240356445312,52706800
2018-11-02,171.52999877929688,172.5500030517578,168.22000122070312,169.3800048828125,163.84002685546875,75966800
2018-11-05,169.60000610351562,169.66000366210938,167.0800018310547,168.9600067138672,163.43377685546875,39573500
2018-11-06,168.97000122070312,171.19000244140625,168.72000122070312,170.24000549316406,164.67193603515625,34410400
2018-11-07,172.27999877929688,175.5800018310547,171.8699951171875,175.5800018310547,169.8372802734375,51169600
2018-11-08,174.75999450683594,175.3000030517578,173.6300048828125,174.4600067138672,168.75390625,40296500
2018-11-09,172.8300018310547,173.25,170.16000366210938,171.52000427246094,165.91004943847656,50602700
2018-11-12,170.32000732421875,170.63999938964844,166.17999267578125,166.3300018310547,160.8898162841797,62578400
2018-11-13,167.11000061035156,169.47999572753906,166.0,166.47000122070312,161.02517700195312,64128100
2018-11-14,168.1199951171875,168.6999969482422,164.25,165.1999969482422,159.79678344726562,75270700
2018-11-15,164.89999389648438,168.5399932861328,163.4600067138672,168.08999633789062,162.5922393798828,73254300
2018-11-16,166.4499969482422,168.30999755859375,165.77999877929688,167.5,162.02154541015625,65390700
2018-11-19,166.6999969482422,166.89999389648438,161.5399932861328,162.05999755859375,156.7594757080078,67280500
2018-11-20,158.3699951171875,161.3800048828125,157.1300048828125,159.16000366210938,153.95431518554688,102652800
2018-11-21,161.35000610351562,161.97000122070312,159.22999572753906,160.3699951171875,155.1247100830078,42965800
2018-11-23,159.08999633789062,160.83999633789062,159.08999633789062,159.2100067138672,154.00271606445312,23503700
2018-11-26,161.44000244140625,162.97000122070312,160.75999450683594,162.88999938964844,157.56234741210938,42012600
2018-11-27,162.0,163.85000610351562,161.17999267578125,163.44000244140625,158.09432983398438,36608100
2018-11-28,164.6199951171875,168.6999969482422,163.47000122070312,168.6999969482422,163.1822967529297,70141000
2018-11-29,167.99000549316406,169.25999450683594,166.82000732421875,168.14999389648438,162.65029907226562,44885700
2018-11-30,168.3800048828125,169.47000122070312,167.5399932861328,169.3699951171875,163.83038330078125,36722800
2018-12-03,173.11000061035156,173.30999755859375,169.50999450683594,172.3300018310547,166.69354248046875,50771700
2018-12-04,171.42999267578125,171.91000366210938,165.52000427246094,165.72000122070312,160.2997589111328,70594700
2018-12-06,162.3800048828125,166.91000366210938,161.77000427246094,166.88999938964844,161.43150329589844,71715500
2018-12-07,166.16000366210938,167.1199951171875,160.86000061035156,161.3800048828125,156.10169982910156,80432200
2018-12-10,161.0800018310547,163.77999877929688,159.41000366210938,163.07000732421875,157.73648071289062,73960800
2018-12-11,165.72999572753906,165.77000427246094,162.22999572753906,163.61000061035156,158.25872802734375,59058300
2018-12-12,166.0,167.60000610351562,164.9600067138672,165.0500030517578,159.6516571044922,53780000
2018-12-13,166.1300048828125,166.82000732421875,164.02999877929688,165.10000610351562,159.70005798339844,46378500
2018-12-14,163.2100067138672,163.80999755859375,160.6999969482422,161.0800018310547,155.81150817871094,56547400
2018-12-17,160.38999938964844,161.6699981689453,156.1699981689453,157.42999267578125,152.28089904785156,74834100
2018-12-18,158.64999389648438,159.9499969482422,157.0399932861328,158.4199981689453,153.238525390625,63642100
2018-12-19,158.17999267578125,160.72000122070312,153.33999633789062,154.52999877929688,149.47573852539062,81856500
2018-12-20,154.14999389648438,155.8699951171875,150.38999938964844,152.2899932861328,147.30902099609375,99002100
2018-12-21,153.0500030517578,154.08999633789062,146.72000122070312,147.57000732421875,142.74337768554688,141129400
2018-12-24,146.0800018310547,147.97999572753906,143.4600067138672,143.5,139.20364379882812,56163300
2018-12-26,145.0800018310547,152.5399932861328,144.08999633789062,152.4600067138672,147.8953857421875,98982100
2018-12-27,150.3699951171875,153.17999267578125,147.0800018310547,153.0500030517578,148.4677276611328,85824300
2018-12-28,154.14999389648438,155.58999633789062,151.72000122070312,152.97000122070312,148.3900909423828,77856600
2018-12-31,154.47000122070312,154.97999572753906,152.7100067138672,154.25999450683594,149.64151000976562,53015300
2019-01-02,150.99000549316406,155.75,150.8800048828125,154.8800048828125,150.24293518066406,58576700
2019-01-03,152.60000610351562,153.25999450683594,149.49000549316406,149.82000732421875,145.33441162109375,74820200
2019-01-04,152.33999633789062,157.0,151.74000549316406,156.22999572753906,151.55250549316406,74709300
2019-01-07,156.6199951171875,158.86000061035156,156.11000061035156,158.08999633789062,153.3568115234375,52059300
2019-01-08,159.5399932861328,160.11000061035156,157.1999969482422,159.52000427246094,154.74400329589844,49388700
2019-01-09,160.13999938964844,161.52000427246094,159.47000122070312,160.82000732421875,156.00506591796875,46491700
2019-01-10,159.60000610351562,161.3699951171875,158.6999969482422,161.27999877929688,156.45130920410156,38943400
2019-01-11,160.3300018310547,160.86000061035156,159.7899932861328,160.69000244140625,155.87896728515625,30176600
2019-01-14,159.3300018310547,159.9600067138672,158.58999633789062,159.27000427246094,154.5015106201172,30710200
2019-01-15,160.0,162.60000610351562,159.91000366210938,162.3800048828125,157.51840209960938,40874200
2019-01-16,162.64999389648438,163.77999877929688,162.2899932861328,162.35000610351562,157.4893035888672,33812200
2019-01-17,161.8300018310547,164.36000061035156,161.57000732421875,163.6300048828125,158.73095703125,39329000
2019-01-18,164.77999877929688,166.02000427246094,163.82000732421875,165.25,160.3024444580078,57183200
2019-01-22,164.05999755859375,164.13999938964844,160.75999450683594,161.94000244140625,157.09153747558594,56711700
2019-01-23,162.77000427246094,163.50999450683594,160.32000732421875,162.14999389648438,157.2952423095703,38106100
2019-01-24,162.67999267578125,163.44000244140625,162.05999755859375,163.1999969482422,158.31382751464844,32417800
2019-01-25,164.50999450683594,165.64999389648438,163.9499969482422,165.14999389648438,160.20545959472656,36515900
2019-01-28,163.02000427246094,163.1199951171875,161.75,163.11000061035156,158.2265167236328,33491200
2019-01-29,163.1999969482422,163.24000549316406,160.99000549316406,161.57000732421875,156.73260498046875,30784200
2019-01-30,163.39999389648438,166.27999877929688,162.88999938964844,165.67999267578125,160.71957397460938,41346500
2019-01-31,166.6999969482422,168.99000549316406,166.47000122070312,168.16000366210938,163.12533569335938,37258400
2019-02-01,167.3300018310547,168.60000610351562,166.99000549316406,167.4499969482422,162.4365692138672,32143700
2019-02-04,167.47999572753906,169.52999877929688,167.3300018310547,169.52999877929688,164.45431518554688,26718800
2019-02-05,169.75999450683594,171.22999572753906,169.69000244140625,171.02999877929688,165.90940856933594,28156400
2019-02-06,171.07000732421875,171.3699951171875,169.75,170.52000427246094,165.4146728515625,27970000
2019-02-07,169.02999877929688,169.4499969482422,166.9499969482422,168.22999572753906,163.19322204589844,42036200
2019-02-08,166.75999450683594,168.58999633789062,166.57000732421875,168.55999755859375,163.51333618164062,29020700
2019-02-11,169.1699981689453,169.5800018310547,167.97999572753906,168.39999389648438,163.3581085205078,21434100
2019-02-12,169.6300048828125,171.13999938964844,169.3300018310547,170.88999938964844,165.77359008789062,29722100
2019-02-13,171.64999389648438,172.16000366210938,170.82000732421875,171.00999450683594,165.88998413085938,26094100
2019-02-14,170.39999389648438,171.8300018310547,169.8300018310547,171.22000122070312,166.09371948242188,30326800
2019-02-15,172.52000427246094,172.55999755859375,171.13999938964844,171.94000244140625,166.79214477539062,32521700
2019-02-19,171.41000366210938,172.8000030517578,171.3800048828125,172.27999877929688,167.12193298339844,19487700
2019-02-20,172.39999389648438,173.0800018310547,171.32000732421875,172.25,167.0928955078125,32593000
2019-02-21,171.7899932861328,172.25999450683594,170.7100067138672,171.6199951171875,166.48170471191406,25207400
2019-02-22,171.99000549316406,173.00999450683594,171.89999389648438,172.88999938964844,167.71372985839844,27735400
2019-02-25,174.2100067138672,174.66000366210938,173.39999389648438,173.52000427246094,168.32484436035156,32608800
2019-02-26,173.10000610351562,174.25,172.80999755859375,173.6999969482422,168.49942016601562,21939700
2019-02-27,172.89999389648438,173.8000030517578,171.75999450683594,173.58999633789062,168.3927459716797,25162000
2019-02-28,173.0500030517578,173.80999755859375,172.6999969482422,173.19000244140625,168.0047149658203,25085500
2019-03-01,174.44000244140625,174.64999389648438,173.17999267578125,174.38999938964844,169.16879272460938,31431200
2019-03-04,175.5399932861328,175.7899932861328,172.47000122070312,174.4199981689453,169.19790649414062,38063500
2019-03-05,174.5500030517578,175.08999633789062,173.69000244140625,174.5500030517578,169.32400512695312,22319900
2019-03-06,174.72000122070312,174.75,173.27999877929688,173.55999755859375,168.3636474609375,27194600
2019-03-07,173.1199951171875,173.17999267578125,170.7899932861328,171.42999267578125,166.29739379882812,39407400
2019-03-08,169.50999450683594,171.25999450683594,169.33999633789062,171.1699981689453,166.04519653320312,39303200
2019-03-11,171.8800048828125,174.85000610351562,171.85000610351562,174.72999572753906,169.49864196777344,30518400
2019-03-12,175.19000244140625,176.13999938964844,174.77000427246094,175.69000244140625,170.42990112304688,33953500
2019-03-13,176.60000610351562,177.92999267578125,176.35000610351562,177.00999450683594,171.71035766601562,42426100
2019-03-14,177.1300048828125,177.33999633789062,176.66000366210938,176.7100067138672,171.4193572998047,23751500
2019-03-15,177.39999389648438,178.8800048828125,177.27999877929688,178.35000610351562,173.01025390625,38192000
2019-03-18,177.9499969482422,178.99000549316406,177.58999633789062,178.4499969482422,173.4223175048828,32935100
2019-03-19,179.17999267578125,180.0,178.2899932861328,179.0500030517578,174.00537109375,36893300
2019-03-20,179.05999755859375,180.86000061035156,178.24000549316406,179.75999450683594,174.69537353515625,50105000
2019-03-21,179.22000122070312,182.8300018310547,179.1999969482422,182.57000732421875,177.42623901367188,42428500
2019-03-22,181.77999877929688,182.27000427246094,178.3699951171875,178.55999755859375,173.52915954589844,70794500
2019-03-25,177.91000366210938,178.83999633789062,176.92999267578125,178.22000122070312,173.19879150390625,46336500
2019-03-26,179.60000610351562,180.69000244140625,178.13999938964844,179.0500030517578,174.00537109375,33248100
2019-03-27,179.32000732421875,179.72000122070312,176.60000610351562,177.89999389648438,172.88780212402344,37096700
2019-03-28,178.36000061035156,178.97999572753906,177.24000549316406,178.30999755859375,173.28623962402344,30368200
2019-03-29,179.69000244140625,179.8300018310547,178.58999633789062,179.66000366210938,174.5982208251953,35205500
2019-04-01,181.50999450683594,182.25999450683594,180.77000427246094,182.0399932861328,176.91114807128906,30969500
2019-04-02,182.24000549316406,182.91000366210938,181.77999877929688,182.72999572753906,177.58169555664062,22645200
2019-04-03,183.75999450683594,184.9199981689453,183.2100067138672,183.77999877929688,178.6020965576172,31633500
2019-04-04,183.8300018310547,184.5,182.64999389648438,183.7100067138672,178.53411865234375,28530800
2019-04-05,184.24000549316406,184.77000427246094,184.02000427246094,184.66000366210938,179.45733642578125,25674700
2019-04-08,184.36000061035156,185.27999877929688,183.6300048828125,185.1300048828125,179.91409301757812,22697500
2019-04-09,184.5,185.11000061035156,184.08999633789062,184.47999572753906,179.28240966796875,25631900
