Date,Open,High,Low,Close,Adj Close,Volume,7_Day_MA,30_Day_MA,Price_Change_Percentage,Volatility,RSI
2018-12-13,166.1300048828125,166.82000732421875,164.02999877929688,165.10000610351562,159.70005798339844,46378500,164.4028603690011,166.73700154622395,0.030295698778104452,2.067271086843835,57.30165684431693
2018-12-14,163.2100067138672,163.80999755859375,160.6999969482422,161.0800018310547,155.81150817871094,56547400,163.74000331333704,166.44566802978517,-2.4348904444863817,1.7433495403886128,52.65247534352837
2018-12-17,160.38999938964844,161.6699981689453,156.1699981689453,157.42999267578125,152.28089904785156,74834100,162.3885737827846,165.95800120035807,-2.2659604629888586,1.792665685746819,42.248716412375295
2018-12-18,158.64999389648438,159.9499969482422,157.0399932861328,158.4199981689453,153.238525390625,63642100,161.96571568080358,165.59266764322916,0.6288544363988624,1.4711879452276957,42.96129892191535
2018-12-19,158.17999267578125,160.72000122070312,153.33999633789062,154.52999877929688,149.47573852539062,81856500,160.74571446010046,165.11166737874348,-2.455497686283259,1.5482175853010332,29.338016429997637
2018-12-20,154.14999389648438,155.8699951171875,150.38999938964844,152.2899932861328,147.30902099609375,99002100,159.12857055664062,164.51333363850912,-1.449560286584406,1.484987390134924,27.959992994024134
2018-12-21,153.0500030517578,154.08999633789062,146.72000122070312,147.57000732421875,142.74337768554688,141129400,156.63142830984933,163.5796671549479,-3.09934084312804,1.4003183744906527,22.391107235864183
2018-12-24,146.0800018310547,147.97999572753906,143.4600067138672,143.5,139.20364379882812,56163300,153.54571315220423,162.54766693115235,-2.758017972633653,1.2556822100199545,14.486334572255927
2018-12-26,145.0800018310547,152.5399932861328,144.08999633789062,152.4600067138672,147.8953857421875,98982100,152.3142852783203,161.9123336791992,6.243907117677483,3.318194422494365,34.559863715687726
2018-12-27,150.3699951171875,153.17999267578125,147.0800018310547,153.0500030517578,148.4677276611328,85824300,151.6885724748884,161.46966705322265,0.38698433156829637,3.2654784139150728,33.66384424802223
2018-12-28,154.14999389648438,155.58999633789062,151.72000122070312,152.97000122070312,148.3900909423828,77856600,150.91000148228235,161.01966705322266,-0.05227169517116881,3.241246043834553,38.613595477484516
2018-12-31,154.47000122070312,154.97999572753906,152.7100067138672,154.25999450683594,149.64151000976562,53015300,150.87142944335938,160.65500030517578,0.8432982126159727,3.140114906280626,37.94140510294144
2019-01-02,150.99000549316406,155.75,150.8800048828125,154.8800048828125,150.24293518066406,58576700,151.2414311000279,160.21466725667318,0.4019255789284193,3.073317986767185,38.077044107074016
2019-01-03,152.60000610351562,153.25999450683594,149.49000549316406,149.82000732421875,145.33441162109375,74820200,151.56285967145647,159.62533416748047,-3.267043775226064,3.104554950910592,31.071357454821992
2019-01-04,152.33999633789062,157.0,151.74000549316406,156.22999572753906,151.55250549316406,74709300,153.38143048967635,159.43100077311198,4.278459544758095,3.104799126915124,40.480781103080155
2019-01-07,156.6199951171875,158.86000061035156,156.11000061035156,158.08999633789062,153.3568115234375,52059300,154.1857147216797,159.39533386230468,1.1905528139393606,2.2127710540851755,46.63515084493426
2019-01-08,159.5399932861328,160.11000061035156,157.1999969482422,159.52000427246094,154.74400329589844,49388700,155.11000061035156,159.36700083414715,0.9045530822291425,2.2154408768583673,52.47572999792139
2019-01-09,160.13999938964844,161.52000427246094,159.47000122070312,160.82000732421875,156.00506591796875,46491700,156.23143005371094,159.42066752115886,0.8149467257644982,2.1961226388186015,52.82221179929168
2019-01-10,159.60000610351562,161.3699951171875,158.6999969482422,161.27999877929688,156.45130920410156,38943400,157.23428780691964,159.36700083414715,0.28602874899188446,2.2017668736918843,58.63392252797054
2019-01-11,160.3300018310547,160.86000061035156,159.7899932861328,160.69000244140625,155.87896728515625,30176600,158.06428745814733,159.27533416748048,-0.36582114481412686,2.235540412449112,61.217964784952486
2019-01-14,159.3300018310547,159.9600067138672,158.58999633789062,159.27000427246094,154.5015106201172,30710200,159.41428702218192,158.96100107828775,-0.8836879378747331,1.6666167456495116,67.13532096867837
2019-01-15,160.0,162.60000610351562,159.91000366210938,162.3800048828125,157.51840209960938,40874200,160.29285975864954,158.76866811116537,1.9526593375556844,0.9606586129420803,78.45088765886527
2019-01-16,162.64999389648438,163.77999877929688,162.2899932861328,162.35000610351562,157.4893035888672,33812200,160.90143258231026,158.5346684773763,-0.018474429360026967,0.9361472911474502,70.3917641499402
2019-01-17,161.8300018310547,164.36000061035156,161.57000732421875,163.6300048828125,158.73095703125,39329000,161.4885755266462,158.24466857910156,0.7884192985374794,0.9263689315005441,71.21092074664097
2019-01-18,164.77999877929688,166.02000427246094,163.82000732421875,165.25,160.3024444580078,57183200,162.1214316231864,158.2290018717448,0.9900354878970452,0.9426770599191668,73.18732597591783
2019-01-22,164.05999755859375,164.13999938964844,160.75999450683594,161.94000244140625,157.09153747558594,56711700,162.21571786063058,158.06400197347006,-2.003024241206508,1.3109530941193193,63.4737053445945
2019-01-23,162.77000427246094,163.50999450683594,160.32000732421875,162.14999389648438,157.2952423095703,38106100,162.4242880684989,158.08966827392578,0.12967237983962931,1.2970715372406072,62.94054442817225
2019-01-24,162.67999267578125,163.44000244140625,162.05999755859375,163.1999969482422,158.31382751464844,32417800,162.98571559361048,158.09400126139323,0.6475504725754977,1.223366735846882,77.78240357897604
2019-01-25,164.50999450683594,165.64999389648438,163.9499969482422,165.14999389648438,160.20545959472656,36515900,163.38142830984933,158.14533437093098,1.1948510935699375,1.0840472390344857,72.731924888106
2019-01-28,163.02000427246094,163.1199951171875,161.75,163.11000061035156,158.2265167236328,33491200,163.48999895368303,158.0806676228841,-1.235236670618034,1.2224298443334474,62.67679605058836
2019-01-29,163.1999969482422,163.24000549316406,160.99000549316406,161.57000732421875,156.73260498046875,30784200,163.19571358816964,157.96300099690754,-0.9441440012079028,1.2288590916342865,55.14818530386207
2019-01-30,163.39999389648438,166.27999877929688,162.88999938964844,165.67999267578125,160.71957397460938,41346500,163.25714111328125,158.1163340250651,2.543779888129283,1.5678042717901661,60.69541845593005
2019-01-31,166.6999969482422,168.99000549316406,166.47000122070312,168.16000366210938,163.12533569335938,37258400,164.14571271623885,158.4740010579427,1.4968681168288311,1.3474196593598702,63.90464043104607
2019-02-01,167.3300018310547,168.60000610351562,166.99000549316406,167.4499969482422,162.4365692138672,32143700,164.9028560093471,158.7750010172526,-0.4222209196033555,1.3913804603181454,63.596143683215864
2019-02-04,167.47999572753906,169.52999877929688,167.3300018310547,169.52999877929688,164.45431518554688,26718800,165.80714198521204,159.2750010172526,1.2421629554867142,1.4219290139736296,70.10189078833372
2019-02-05,169.75999450683594,171.22999572753906,169.69000244140625,171.02999877929688,165.90940856933594,28156400,166.6471426827567,159.89966786702473,0.8847991569638225,1.4033368385449825,68.08867338368974
2019-02-06,171.07000732421875,171.3699951171875,169.75,170.52000427246094,165.4146728515625,27970000,167.7057146344866,160.66466776529947,-0.29819008973627215,1.2449282371142367,66.74868510861657
2019-02-07,169.02999877929688,169.4499969482422,166.9499969482422,168.22999572753906,163.19322204589844,42036200,168.65714154924666,161.48900095621744,-1.342955950941005,1.335513974489258,59.055107703712515
2019-02-08,166.75999450683594,168.58999633789062,166.57000732421875,168.55999755859375,163.51333618164062,29020700,169.06857081821985,162.02566731770833,0.1961611124267959,1.019381492087142,56.864370737536014
2019-02-11,169.1699981689453,169.5800018310547,167.97999572753906,168.39999389648438,163.3581085205078,21434100,169.1028551374163,162.5373336791992,-0.0949238635659988,0.8602485309638619,65.41029124206302
2019-02-12,169.6300048828125,171.13999938964844,169.3300018310547,170.88999938964844,165.77359008789062,29722100,169.5942840576172,163.1346669514974,1.4786256433564127,0.9867906086919485,68.80379394861781
2019-02-13,171.64999389648438,172.16000366210938,170.82000732421875,171.00999450683594,165.88998413085938,26094100,169.8057120186942,163.69300028483073,0.07021775271582875,0.8944237470084426,67.5033581650603
2019-02-14,170.39999389648438,171.8300018310547,169.8300018310547,171.22000122070312,166.09371948242188,30326800,169.83285522460938,164.23766682942707,0.12280376622011424,0.8310438760185874,64.75450938967833
2019-02-15,172.52000427246094,172.55999755859375,171.13999938964844,171.94000244140625,166.79214477539062,32521700,170.03571210588728,164.975,0.4205123324202198,0.8297464228770126,72.93505151125305
2019-02-19,171.41000366210938,172.8000030517578,171.3800048828125,172.27999877929688,167.12193298339844,19487700,170.6142839704241,165.51000010172527,0.19774126617597698,0.5248770449900523,79.667536261778
2019-02-20,172.39999389648438,173.0800018310547,171.32000732421875,172.25,167.0928955078125,32593000,171.14142717633928,165.98200022379558,-0.017412804451721886,0.5407083556875659,73.51464709351858
2019-02-21,171.7899932861328,172.25999450683594,170.7100067138672,171.6199951171875,166.48170471191406,25207400,171.60142735072546,166.3853332519531,-0.3657502948113178,0.5826627735887134,64.27386195105615
2019-02-22,171.99000549316406,173.00999450683594,171.89999389648438,172.88999938964844,167.71372985839844,27735400,171.88714163643974,166.78766632080078,0.7400095027352283,0.3470601239100218,71.451074491154
2019-02-25,174.2100067138672,174.66000366210938,173.39999389648438,173.52000427246094,168.32484436035156,32608800,172.24571446010046,167.19566650390624,0.364396370545772,0.35119171639292934,67.76489834517936
2019-02-26,173.10000610351562,174.25,172.80999755859375,173.6999969482422,168.49942016601562,21939700,172.5999995640346,167.62933298746745,0.10373021631477908,0.3520440032135402,63.47120621190122
2019-02-27,172.89999389648438,173.8000030517578,171.75999450683594,173.58999633789062,168.3927459716797,25162000,172.83571297781808,168.1066660563151,-0.0633279287761579,0.35044219221041756,66.14082012165282
2019-02-28,173.0500030517578,173.80999755859375,172.6999969482422,173.19000244140625,168.0047149658203,25085500,172.96571350097656,168.46699930826824,-0.23042450885579768,0.3746170246038757,82.54593149573977
2019-03-01,174.44000244140625,174.64999389648438,173.17999267578125,174.38999938964844,169.16879272460938,31431200,173.27142769949776,168.868332417806,0.6928788794538843,0.43625791377670303,84.33449975826787
2019-03-04,175.5399932861328,175.7899932861328,172.47000122070312,174.4199981689453,169.19790649414062,38063500,173.67142813546317,169.22799886067708,0.017202121338311116,0.3767532442851789,86.00480761333209
2019-03-05,174.5500030517578,175.08999633789062,173.69000244140625,174.5500030517578,169.32400512695312,22319900,173.90857151576452,169.53799896240236,0.07453553731067153,0.30419366255751973,80.50003051757812
2019-03-06,174.72000122070312,174.75,173.27999877929688,173.55999755859375,168.3636474609375,27194600,173.9142848423549,169.92533213297526,-0.5671758670038551,0.38196411430791255,68.55894614566236
2019-03-07,173.1199951171875,173.17999267578125,170.7899932861328,171.42999267578125,166.29739379882812,39407400,173.58999851771765,170.2346654256185,-1.2272441304301163,0.595553518729179,51.19448948203492
2019-03-08,169.50999450683594,171.25999450683594,169.33999633789062,171.1699981689453,166.04519653320312,39303200,173.2442844935826,170.50033213297527,-0.15166220494896576,0.5934476436475127,45.37812663143529
2019-03-11,171.8800048828125,174.85000610351562,171.85000610351562,174.72999572753906,169.49864196777344,30518400,173.4642835344587,170.81966552734374,2.0798022998633314,1.044178369010527,60.606044592643286
2019-03-12,175.19000244140625,176.13999938964844,174.77000427246094,175.69000244140625,170.42990112304688,33953500,173.6499982561384,171.23899892171224,0.5494229596183065,1.0326612495594687,63.782048930785315
2019-03-13,176.60000610351562,177.92999267578125,176.35000610351562,177.00999450683594,171.71035766601562,42426100,174.0199977329799,171.7536651611328,0.751318826960512,1.058536772419008,70.46317440786737
2019-03-14,177.1300048828125,177.33999633789062,176.66000366210938,176.7100067138672,171.4193572998047,23751500,174.32856968470983,172.12133229573567,-0.16947505919343575,1.0679313496287877,65.65579121942922
2019-03-15,177.39999389648438,178.8800048828125,177.27999877929688,178.35000610351562,173.01025390625,38192000,175.01285661969865,172.46099904378255,0.9280738652814202,1.0426473140022576,68.28164471791982
2019-03-18,177.9499969482422,178.99000549316406,177.58999633789062,178.4499969482422,173.4223175048828,32935100,176.01571437290735,172.82766571044922,0.05606439097542992,0.792922835517472,68.08838261168688
2019-03-19,179.17999267578125,180.0,178.2899932861328,179.0500030517578,174.00537109375,36893300,177.1414293561663,173.1449991861979,0.3362320615167391,0.7376472646795719,70.04410715225987
2019-03-20,179.05999755859375,180.8600006103516,178.24000549316406,179.75999450683594,174.69537353515625,50105000,177.86000061035156,173.43599904378254,0.3965325009644971,0.3809975051952493,73.58220644857407
2019-03-21,179.22000122070312,182.8300018310547,179.1999969482422,182.57000732421875,177.42623901367188,42428500,178.84285845075334,173.8376658121745,1.5632025496506996,0.5832229245545677,76.31921321957643
2019-03-22,181.77999877929688,182.2700042724609,178.3699951171875,178.55999755859375,173.52915954589844,70794500,179.06428745814733,174.18199920654297,-2.1964230732070766,1.1769987434331064,60.604504312248544
2019-03-25,177.91000366210938,178.83999633789062,176.92999267578125,178.22000122070312,173.19879150390625,46336500,179.2800009591239,174.50399932861328,-0.19041013807085116,1.1779145520834218,59.30055490033062
2019-03-26,179.60000610351562,180.69000244140625,178.13999938964844,179.0500030517578,174.00537109375,33248100,179.3800005231585,174.85899963378907,0.46571755435398376,1.1378291981172102,64.02659100425015
2019-03-27,179.32000732421875,179.72000122070312,176.60000610351562,177.89999389648438,172.88780212402344,37096700,179.30142865862166,175.09266611735026,-0.6422837954049077,1.1685907991591638,67.40183565156437
2019-03-28,178.36000061035156,178.97999572753906,177.24000549316406,178.30999755859375,173.28623962402344,30368200,179.19571358816964,175.33599955240885,0.23046862067233054,1.1636158609101779,69.05015287282853
2019-03-29,179.69000244140625,179.8300018310547,178.58999633789062,179.66000366210938,174.5982208251953,35205500,179.18142918178015,175.6173329671224,0.7571118400537369,1.1944221229628669,64.91229203802047
2019-04-01,181.50999450683597,182.25999450683597,180.7700042724609,182.0399932861328,176.91114807128906,30969500,179.105712890625,175.9539993286133,1.3247186772296526,1.1447094253176717,67.68799978918216
2019-04-02,182.2400054931641,182.91000366210938,181.77999877929688,182.72999572753903,177.58169555664062,22645200,179.70142691476005,176.30233256022134,0.37903892927619864,0.6349216962917524,66.51269861966158
2019-04-03,183.75999450683597,184.9199981689453,183.2100067138672,183.77999877929688,178.6020965576172,31633500,180.49571228027344,176.6866658528646,0.5746199728059231,0.5945609375333335,69.562764885745
2019-04-04,183.8300018310547,184.5,182.6499938964844,183.7100067138672,178.53411865234375,28530800,181.1614270891462,177.08966623942058,-0.038084702304164164,0.621022302136957,66.24241107139719
2019-04-05,184.2400054931641,184.7700042724609,184.0200042724609,184.66000366210938,179.45733642578125,25674700,182.12714276994978,177.48199971516928,0.517117692843927,0.43212036718023056,67.8962509157461
2019-04-08,184.3600006103516,185.27999877929688,183.6300048828125,185.1300048828125,179.91409301757812,22697500,183.10142953055245,177.86899973551434,0.25452247989941057,0.42938206663218564,67.65387924656035
2019-04-09,184.5,185.1100006103516,184.08999633789062,184.47999572753903,179.28240966796875,25631900,183.78999982561385,178.22833302815755,-0.3511095652403373,0.5282412681296499,63.752889916414624
2019-04-10,184.72000122070312,185.52999877929688,184.5200042724609,185.47000122070312,180.24449157714844,24563000,184.2800009591239,178.62433319091798,0.5366465286709143,0.34586622375556203,59.452375552558145
2019-04-11,185.77999877929688,185.77999877929688,184.69000244140625,185.02999877929688,179.81689453125,20654100,184.60857282366072,179.0189997355143,-0.2372364471398547,0.38855424215006534,77.48509126737179
2019-04-12,185.8500061035156,185.9499969482422,185.05999755859372,185.8300018310547,180.5943298339844,24989100,184.90143040248327,179.40033315022785,0.43236397180765884,0.3675991579727264,81.11195535410157
2019-04-15,185.83999633789062,186.07000732421875,184.6199951171875,185.8600006103516,180.6235198974609,21073000,185.2085723876953,179.78166656494142,0.01614313028106551,0.3632954618009926,79.78995511815849
2019-04-16,186.5399932861328,186.91000366210938,185.92999267578125,186.5,181.24542236328125,27195700,185.47142900739397,180.17999979654948,0.3443448765450885,0.34070484618835495,89.37726890368789
2019-04-17,187.75,187.92999267578125,186.6000061035156,187.1499938964844,181.877197265625,29651600,185.75999886648995,180.63299967447918,0.3485221965063845,0.3476496319233908,89.605705363271
2019-04-18,187.4600067138672,187.7899932861328,186.2899932861328,187.38999938964844,182.11041259765625,28580900,186.17571367536272,181.16499989827474,0.12824231952515142,0.2696494590664877,88.45767850879902
2019-04-22,186.57000732421875,187.9900054931641,186.42999267578125,187.9199981689453,182.62548828125,17936000,186.52571323939733,181.72333323160808,0.2828319446198435,0.2355311924652186,85.85363493587572
2019-04-23,188.3999938964844,190.5399932861328,188.1300048828125,190.30999755859372,184.9481506347656,33665600,187.27999877929688,182.24266662597657,1.271817482405324,0.4085958014076452,88.28280212759705
2019-04-24,190.47000122070312,190.7100067138672,189.6499938964844,189.7100067138672,184.36505126953125,24977100,187.83428519112724,182.71000010172526,-0.31527027083366743,0.4894894876502785,81.37571348990417
2019-04-25,191.1300048828125,191.22000122070312,189.4499969482422,190.47999572753903,185.11334228515625,29517500,188.4942844935826,183.15900014241535,0.40587685753086244,0.4741902127551076,83.34971962897814
2019-04-26,190.17999267578125,190.69000244140625,188.58999633789062,190.6499938964844,185.278564453125,26359500,189.08714076450892,183.62366638183593,0.08924725575305548,0.48459511522552734,81.96367852629665
2019-04-29,190.6499938964844,191.32000732421875,190.33999633789062,191.0200042724609,185.63812255859372,21716200,189.63999938964844,184.0459996541341,0.1940783571057425,0.48637466363850423,81.76912985437487
2019-04-30,189.47999572753903,189.8500061035156,188.2100067138672,189.5399932861328,184.1998291015625,31495300,189.94714137486048,184.41566619873046,-0.7747937143887218,0.6347449021601059,75.04947772671409
2019-05-01,190.77999877929688,191.32000732421875,188.8000030517578,188.92999267578125,183.6070251464844,34797100,190.0914263044085,184.74499918619793,-0.32183213673047106,0.656770770448184,67.79830771887433
2019-05-02,188.8699951171875,189.8500061035156,186.8699951171875,188.1100006103516,182.8101348876953,44110100,189.77714102608817,185.02333272298176,-0.434019000274255,0.4104623350693027,65.24754763843623
2019-05-03,189.6699981689453,191.25,189.3300018310547,191.1100006103516,185.72560119628903,30386200,189.97714015415735,185.30799916585286,1.5948115412609765,0.7708182174684315,71.46343097313991
2019-05-06,187.0500030517578,190.1999969482422,186.75999450683597,189.94000244140625,184.58856201171875,38371800,189.8999982561384,185.6873326619466,-0.6122119016318872,0.8006353247018293,65.17859271596492
2019-05-07,187.8699951171875,188.6699981689453,184.50999450683597,186.2400054931641,180.99282836914062,58818100,189.26999991280692,185.9546661376953,-1.9479819420259115,1.0712753746822106,49.212137129477036
2019-05-08,185.6300048828125,187.1699981689453,184.9600067138672,185.7700042724609,180.53607177734372,37165300,188.51999991280692,186.1786661783854,-0.2523631909581492,1.047990857471577,45.7720885571179
2019-05-09,183.6999969482422,185.41000366210938,182.08999633789062,184.7700042724609,179.564208984375,55351700,187.8385729108538,186.4076665242513,-0.53830003606683,1.0373755713746275,42.33021903705161
2019-05-10,184.1100006103516,185.88999938964844,181.02999877929688,185.0,179.7877655029297,58526400,187.2771453857422,186.63066660563152,0.124476766910675,1.0536175894493365,41.29916258446673
2019-05-13,180.2899932861328,181.25999450683597,178.05999755859375,178.5800018310547,173.5486297607422,67185800,185.91571698869978,186.59466654459635,-3.4702692805109847,1.6024036791246312,21.81642070005715
2019-05-14,179.52000427246094,181.6300048828125,178.86000061035156,180.5399932861328,175.453369140625,43360600,184.4057159423828,186.54466654459637,1.0975425215486112,1.4892494018254359,29.318853187898668
2019-05-15,179.35000610351562,183.5500030517578,179.30999755859375,183.08999633789062,177.9315643310547,40944500,183.42714364188058,186.5566665649414,1.4124311214060992,1.711756222530148,34.572024360548426
2019-05-16,183.1699981689453,186.07000732421875,182.9499969482422,184.92999267578125,179.7197265625,39281200,183.23999895368303,186.59499969482422,1.0049682531507287,1.6616285747751802,38.836841704029396
2019-05-17,183.1000061035156,185.5800018310547,182.8800048828125,183.0399932861328,177.88294982910156,44702300,182.8499973842076,186.57266591389973,-1.0220080379076069,1.6992929171055526,35.29842363235862
2019-05-20,180.4900054931641,181.17999267578125,179.33999633789062,179.9499969482422,174.8800048828125,38608300,182.1614249093192,186.41566569010416,-1.6881536556113574,1.7907054964737323,33.32172779565198
2019-05-21,181.5,182.3300018310547,180.9199981689453,181.8300018310547,176.70704650878906,31613800,181.7085680280413,186.3056655883789,1.0447373796584447,1.8647103626762298,38.17455520997629
2019-05-22,180.82000732421875,182.07000732421875,180.75,181.0200042724609,175.91990661621094,24332600,182.05713980538505,186.1903325398763,-0.4454696972100214,1.2323543587021257,38.18726884265991
2019-05-23,178.94000244140625,179.02000427246094,177.13999938964844,178.25,173.22792053222656,45351300,181.72999790736608,185.94966583251954,-1.53021997960604,1.3112877471503854,28.408314763680792
2019-05-24,179.2100067138672,179.85000610351562,177.94000244140625,178.16000366210938,173.1404571533203,25903300,181.02571323939733,185.72066599527994,-0.05048882911115049,1.118572194232438,29.477340949618366
2019-05-28,178.66000366210938,179.66000366210938,177.47000122070312,177.49000549316406,172.48936462402344,24763800,179.96285792759485,185.44266611735026,-0.3760654216285242,0.9404012075498092,32.95674751591267
